model_name,model_revision,task_family,pipeline_tag,runtime_backend,image_tag,batch_size,input_scale_type,run_command,model_download_url,gpu,gpu_mem_total_bytes,model_weight_bytes,docker_image_bytes,environment,cpu_power_source,vcpu_power_method,cpu_governor,cpu_boost
google-bert/bert-base-uncased,86b5e0934494bd15c9632b12f734a8a67f723594,nlp,fill-mask,transformers_pipeline,acprof-nlp-google-bert--bert-base-uncased:latest,1,seq_length,python run.py --model google-bert/bert-base-uncased --skip-build --idle-debug --no-compute-profile --idle-seconds 20 --idle-cooldown-seconds 25,"https://huggingface.co/google-bert/bert-base-uncased",NVIDIA GeForce RTX 4060 Laptop GPU,8585740288,3454102389,10794063265,ubuntu24.04,rapl,rapl_cgroup_cpu_share,performance,off
