cpu_cores,mem_cap_gb,gpu_mode,input_scale,task_param,repeat_idx,warmup,repeat_in_window,latency_s,latency_p50_s,latency_p90_s,latency_p95_s,latency_slow_ratio,latency_app_s,latency_app_p50_s,latency_app_p90_s,latency_app_p95_s,latency_app_slow_ratio,throughput_samples_per_s,model_logical_mflop_per_request_torch_profiler_eager,model_logical_mflops_app_torch_profiler_eager,model_logical_mflops_packet_torch_profiler_eager,compute_profile_error_torch_profiler_eager,gpu_executed_mflop_per_request_ncu,gpu_executed_tensor_mflop_per_request_ncu,gpu_executed_scalar_mflop_per_request_ncu,gpu_executed_tensor_share_pct_ncu,gpu_executed_mflops_app_ncu,gpu_executed_mflops_packet_ncu,gpu_kernel_launch_count_per_request_ncu,gpu_kernel_time_sum_ms_per_request_ncu,compute_profile_error_ncu,gpu_idle_power_w,gpu_idle_measured_at,gpu_idle_rel_range_so_far,gpu_energy_iters,gpu_avg_power_total_w,gpu_peak_power_total_w,gpu_energy_total_j,gpu_avg_power_eff_w,gpu_peak_power_eff_w,gpu_energy_eff_j,cpu_idle_power_w,cpu_idle_measured_at,cpu_idle_rel_range_so_far,cpu_energy_iters,cpu_avg_power_total_w,cpu_peak_power_total_w,cpu_energy_total_j,cpu_avg_power_eff_w,cpu_peak_power_eff_w,cpu_energy_eff_j,vcpu_cpu_share,vcpu_cpu_time_s,vcpu_avg_power_total_w,vcpu_peak_power_total_w,vcpu_energy_total_j,vcpu_avg_power_eff_w,vcpu_peak_power_eff_w,vcpu_energy_eff_j,resource_usage_iters,container_cpu_util_avg_pct,container_cpu_util_peak_pct,cpu_freq_avg_hz,cpu_freq_peak_hz,cpu_cycles_est_app,cpu_cycles_est_packet,cpu_instructions_per_request,cpu_mips_app,cpu_mips_packet,cpu_perf_elapsed_s,container_mem_usage_avg_bytes,container_mem_usage_peak_bytes,container_mem_util_avg_pct,container_mem_util_peak_pct,gpu_util_avg_pct,gpu_util_peak_pct,gpu_mem_used_avg_bytes,gpu_mem_used_peak_bytes,gpu_mem_util_avg_pct,gpu_mem_util_peak_pct,cold_start_s,status,error
1,2,off,85.0,,0,1,15,0.675456,0.696148,0.699522,0.699703,1.000000,0.676756,0.697328,0.700690,0.700911,1.000000,1.480481,19241.826192,28432.442700,28487.164511,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.965118,2026-07-23T17:32:15+08:00,0.000000,206.000000,6.702148,13.920979,4.576859,2.737029,9.955861,1.869102,0.929960,0.683210,5.526860,13.182281,3.774262,3.638983,9.427567,2.485041,206.000000,100.070837,221.138473,2109860078.580097,3785108000.000000,1428872690.739537,1426127159.826588,2695581475.066667,3983.089947,3990.758058,10.158083,553567917.980582,588595200.000000,25.777515,27.408600,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,85.0,,1,1,15,0.694454,0.694275,0.799241,0.898219,1.000000,0.695728,0.695651,0.800477,0.899372,1.000000,1.439980,19241.826192,27657.110526,27707.848456,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.918132,2026-07-23T17:33:11+08:00,0.011921,212.000000,6.679854,14.248292,4.689477,2.761722,10.330160,1.938820,0.931369,0.702873,5.108367,14.248292,3.586241,3.240901,10.330160,2.275219,212.000000,100.132676,259.399189,2006011772.110849,3808330000.000000,1397490362.378303,1394931185.856796,2695740602.333333,3874.704428,3881.813054,10.441980,616813896.452830,632651776.000000,28.722635,29.460144,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,85.0,,0,0,16,0.625996,0.600939,0.689302,0.797420,1.000000,0.627280,0.602168,0.690696,0.798605,1.000000,1.597454,19241.826192,30675.019436,30737.937929,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.969410,2026-07-23T17:34:08+08:00,0.012979,204.000000,6.914163,16.167123,4.376139,2.944753,12.197713,1.863805,0.933981,0.635691,5.213413,14.199253,3.299694,3.322221,10.395239,2.102714,204.000000,100.450409,234.757469,1569620239.276961,3781820000.000000,989026277.441789,987001602.003104,2684170327.250000,4279.061616,4287.839423,10.041460,632647880.784314,634617856.000000,29.459963,29.551697,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,85.0,,1,0,16,0.631280,0.600856,0.788323,0.893814,1.000000,0.632574,0.602261,0.789564,0.894966,1.000000,1.584083,19241.826192,30418.300771,30480.652313,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.948897,2026-07-23T17:35:04+08:00,0.012981,206.000000,6.802955,14.820455,4.344371,2.854058,10.871558,1.822603,0.934036,0.641566,5.163827,14.129673,3.297623,3.290733,10.364834,2.101464,206.000000,100.478904,287.371243,1481572754.550971,3773400000.000000,941692852.110020,939766376.537459,2664753869.125000,4212.556121,4221.191657,10.127328,632942830.601942,635146240.000000,29.473697,29.576302,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,85.0,,2,0,16,0.662765,0.623313,0.791972,0.799216,1.000000,0.664189,0.624808,0.793432,0.800358,1.000000,1.508830,19241.826192,28970.407809,29032.652889,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.927693,2026-07-23T17:36:01+08:00,0.012995,216.000000,6.779637,15.631499,4.545359,2.851944,11.703806,1.912066,0.931845,0.672093,5.174657,14.118564,3.469312,3.313934,10.257956,2.221803,216.000000,100.259959,334.949420,1561205580.150463,3776591000.000000,1039631537.677292,1037402244.378785,2676327869.187500,4029.465942,4038.124930,10.633112,632914944.000000,633511936.000000,29.472399,29.500198,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,85.0,,3,0,18,0.577989,0.595335,0.600923,0.624536,1.000000,0.579186,0.596498,0.602124,0.625787,1.000000,1.730137,19241.826192,33222.188023,33290.990299,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.978067,2026-07-23T17:36:58+08:00,0.015169,212.000000,7.061977,15.731414,4.127783,3.083910,11.753346,1.802571,0.929689,0.587254,5.314349,15.230297,3.106280,3.432238,11.378949,2.006171,212.000000,100.483063,265.530583,1527482690.448113,3802338000.000000,888969635.232290,887133002.347452,2665505588.722222,4602.161260,4611.689130,10.431357,634100079.094340,636039168.000000,29.527586,29.617882,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,85.0,,4,0,17,0.589029,0.598572,0.622946,0.686288,1.000000,0.590285,0.599735,0.624208,0.687712,1.000000,1.697709,19241.826192,32597.518473,32667.026907,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.915435,2026-07-23T17:37:54+08:00,0.015872,204.000000,6.978689,14.198209,4.158011,3.063254,10.282774,1.825134,0.929232,0.600721,5.164173,13.773777,3.076894,3.314246,9.888960,1.974679,204.000000,100.827761,383.733087,1431421825.061275,3778558000.000000,851941305.203043,850128224.508075,2665533724.705883,4515.670692,4525.301343,10.040030,635473116.862745,636977152.000000,29.591523,29.661560,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,170.0,,0,1,11,0.985600,0.995655,0.998907,1.158134,1.000000,0.986921,0.997044,1.000064,1.159361,1.000000,1.014610,38582.368512,39093.674683,39146.071948,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.865216,2026-07-23T17:38:56+08:00,0.028672,220.000000,6.851995,14.625857,6.817563,2.986779,10.760641,2.971770,0.926847,0.997625,5.536954,13.971682,5.509130,3.695548,10.279347,3.676978,220.000000,100.278890,214.384048,2170678751.420455,3790737000.000000,2148262294.112440,2145387608.563872,5071112471.454545,5138.318387,5145.203400,10.860781,703846977.163636,709664768.000000,32.775429,33.046341,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,170.0,,1,1,12,0.884703,0.891918,0.899285,1.035489,1.000000,0.885939,0.893257,0.900486,1.036738,1.000000,1.130323,38582.368512,43549.689665,43610.532023,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.945941,2026-07-23T17:39:53+08:00,0.028664,216.000000,7.001024,14.712685,6.255479,3.055083,10.766744,2.729744,0.920701,0.896149,5.294984,14.013981,4.731116,3.441712,10.139106,3.075201,216.000000,100.308760,224.779772,1618495680.555556,3774611000.000000,1438315839.290309,1436309081.414171,5069046231.916667,5721.664618,5729.658690,10.637083,729215260.444444,750272512.000000,33.956732,34.937286,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,170.0,,0,0,12,0.875173,0.892009,0.897579,1.017713,1.000000,0.876544,0.893235,0.899101,1.019245,1.000000,1.142631,38582.368512,44016.465245,44085.419125,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.840690,2026-07-23T17:40:50+08:00,0.034979,214.000000,7.076222,17.428613,6.263652,3.235532,13.587922,2.863992,0.929114,0.885756,5.337468,15.502827,4.724561,3.519729,12.086516,3.115555,214.000000,100.078373,409.250543,1617791851.051402,3776286000.000000,1419177445.996748,1416957390.015482,5022094011.500000,5729.424724,5738.401449,10.524429,756490603.663551,760307712.000000,35.226839,35.404587,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,170.0,,1,0,12,0.918259,0.899550,0.990536,1.094133,1.000000,0.919691,0.901198,0.991882,1.095281,1.000000,1.089017,38582.368512,41951.447293,42016.869437,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.878290,2026-07-23T17:41:46+08:00,0.035018,224.000000,6.972029,14.440594,6.465799,3.093738,10.562304,2.869106,0.931929,0.930376,5.353505,13.833434,4.964794,3.516459,9.979189,3.261134,224.000000,100.334348,231.433994,1541808971.540179,3774986000.000000,1422728981.597493,1420513596.392877,5068005379.666667,5510.551798,5519.145883,11.042174,759989284.571429,760877056.000000,35.389759,35.431099,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,170.0,,2,0,11,0.990715,0.996080,1.091089,1.114704,1.000000,0.992121,0.997231,1.092490,1.116014,1.000000,1.009372,38582.368512,38888.773156,38943.963210,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.792140,2026-07-23T17:42:44+08:00,0.047526,222.000000,6.761067,14.569297,6.761585,2.968928,10.777158,2.969155,0.930213,0.986872,5.673226,14.569297,5.673660,3.732404,10.777158,3.732690,221.000000,99.560433,232.445350,2087352139.423077,3775114000.000000,2061803339.177137,2058880956.394130,5070033256.545455,5110.296158,5117.549706,10.918241,760262322.389140,761012224.000000,35.402473,35.437393,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,170.0,,3,0,12,0.859702,0.890654,0.897356,0.927745,1.000000,0.861013,0.891839,0.898598,0.929033,1.000000,1.163194,38582.368512,44810.436674,44878.770216,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.813421,2026-07-23T17:43:41+08:00,0.047619,210.000000,7.102761,15.818130,6.170297,3.289340,12.004709,2.857509,0.932218,0.874731,5.424182,15.164410,4.712085,3.608558,11.508587,3.134820,210.000000,100.706194,247.008635,1544353163.690476,3771751000.000000,1339097951.631944,1337059524.771955,5042613506.666667,5856.607820,5865.536554,10.336961,760534922.971429,761020416.000000,35.415167,35.437775,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,170.0,,4,0,11,0.954313,0.916722,0.994749,1.101683,1.000000,0.955620,0.918037,0.996066,1.102852,1.000000,1.047874,38582.368512,40374.174371,40429.469694,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.925599,2026-07-23T17:44:38+08:00,0.047600,214.000000,6.803133,13.984503,6.562530,2.877535,10.058904,2.775766,0.951217,0.965052,4.945082,13.713814,4.770191,3.058518,9.788215,2.950349,214.000000,100.056584,301.881616,1370227686.623832,3777908000.000000,1310157279.429400,1308366001.454250,5025220051.818182,5258.599066,5265.798592,10.518540,760685902.953271,762171392.000000,35.422198,35.491371,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,255.0,,0,1,8,1.267436,1.293601,1.298871,1.298871,1.000000,1.268887,1.294999,1.300555,1.300555,1.000000,0.788994,58457.676432,46070.041250,46122.783661,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.839778,2026-07-23T17:45:41+08:00,0.047654,206.000000,7.018584,14.362372,8.986920,3.178806,10.522594,4.070291,0.932991,1.285195,5.699328,14.117396,7.297684,3.875281,10.277618,4.962089,206.000000,100.384889,233.059327,2054972203.580097,3780215000.000000,2617564078.895548,2614570359.907756,7529607371.000000,5934.024041,5940.818606,10.156779,810419647.378641,824360960.000000,37.738106,38.387299,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,255.0,,1,1,9,1.213859,1.103174,1.601462,1.601462,1.000000,1.215100,1.104343,1.602691,1.602691,1.000000,0.823819,58457.676432,48109.354318,48158.539362,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.935745,2026-07-23T17:46:37+08:00,0.047628,222.000000,7.106189,16.269623,8.707227,3.170445,12.333879,3.884752,0.932583,1.229973,5.303773,16.269623,6.498722,3.430332,12.333879,4.203192,222.000000,100.394250,237.567895,1561711684.966216,3773812000.000000,1905117039.132205,1903171572.715620,7537060912.111111,6202.832615,6209.173316,10.941492,838537345.153153,861290496.000000,39.047438,40.106964,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,255.0,,0,0,9,1.212500,1.197807,1.324971,1.324971,1.000000,1.213946,1.199485,1.326483,1.326483,1.000000,0.824742,58457.676432,48155.087979,48212.516645,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.001987,2026-07-23T17:47:35+08:00,0.053676,222.000000,7.082091,15.345299,8.665951,3.080104,11.343312,3.768947,0.937745,1.226362,5.297230,14.825619,6.481918,3.391446,10.823632,4.149919,222.000000,100.234877,220.626542,1326774247.466216,3776055000.000000,1614415547.789356,1612492273.706218,7526535877.000000,6200.057250,6207.452270,10.931115,864630027.531532,867704832.000000,40.262473,40.405655,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,255.0,,1,0,9,1.246578,1.200715,1.545096,1.545096,1.000000,1.247948,1.201882,1.546347,1.546347,1.000000,0.802196,58457.676432,46843.038678,46894.519582,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.996033,2026-07-23T17:48:32+08:00,0.053610,228.000000,7.104208,15.196758,8.939593,3.108176,11.200725,3.911178,0.921385,1.257178,5.450869,14.757095,6.859111,3.573751,10.766098,4.497036,228.000000,99.921031,239.102492,1712471129.660088,3773066000.000000,2135387281.466260,2133043061.855016,7544224838.222222,6045.303898,6051.947683,11.238068,867600114.526316,868450304.000000,40.400779,40.440369,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,255.0,,2,0,9,1.201774,1.200203,1.230628,1.230628,1.000000,1.203248,1.201381,1.232134,1.232134,1.000000,0.832103,58457.676432,48583.231746,48642.820058,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.085284,2026-07-23T17:49:29+08:00,0.074719,220.000000,7.193835,15.898447,8.734059,3.108551,11.813163,3.774102,0.932274,1.215064,5.509241,15.199349,6.688788,3.567335,11.293706,4.331113,220.000000,100.093093,292.516657,1412813771.590909,3779235000.000000,1701547340.455999,1699463467.628463,7539127745.888889,6265.649501,6273.332379,10.836036,868335653.236364,868941824.000000,40.435030,40.463257,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,255.0,,3,0,8,1.266464,1.202835,1.457570,1.457570,1.000000,1.267875,1.204356,1.458797,1.458797,1.000000,0.789600,58457.676432,46106.813710,46158.182492,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.019892,2026-07-23T17:50:26+08:00,0.074627,206.000000,7.093959,14.798088,9.073490,3.074068,10.778196,3.931869,0.924319,1.284803,5.444114,14.798088,6.963264,3.542265,10.778196,4.530715,206.000000,100.464313,215.568888,1939339868.021845,3774199000.000000,2470256806.715266,2467508137.367826,7538953800.750000,5946.134397,5952.758073,10.148691,867345974.679612,868028416.000000,40.388944,40.420723,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,255.0,,4,0,9,1.168808,1.192391,1.232421,1.232421,1.000000,1.170218,1.193874,1.233712,1.233712,1.000000,0.855573,58457.676432,49954.518245,50014.781240,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.963835,2026-07-23T17:51:23+08:00,0.074595,214.000000,7.186883,15.927221,8.482036,3.223048,11.963386,3.803876,0.932017,1.185733,5.527691,14.205366,6.523840,3.655249,10.476536,4.313964,214.000000,100.483054,216.937688,1351517065.420561,3778437000.000000,1589209833.049419,1587294588.136719,7525714046.222222,6431.034327,6438.794093,10.537566,869272030.504673,869937152.000000,40.478633,40.509605,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,340.0,,0,1,7,1.574455,1.506177,1.824182,1.824182,1.000000,1.575796,1.507576,1.825703,1.825703,1.000000,0.635140,78867.749952,50049.467033,50092.095329,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.874439,2026-07-23T17:52:28+08:00,0.074642,224.000000,7.131962,16.074571,11.338130,3.257523,12.200132,5.178690,0.935061,1.593612,5.538938,15.027970,8.805599,3.696485,11.405792,5.876535,224.000000,100.254860,325.028919,1553848052.734375,3776110000.000000,2454787230.896155,2452698893.599993,10132783684.285715,6430.265407,6435.740421,11.036110,881181348.571429,916135936.000000,41.033204,42.660904,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,340.0,,1,1,7,1.531722,1.495518,1.922636,1.922636,1.000000,1.533007,1.496660,1.924012,1.924012,1.000000,0.652860,78867.749952,51446.438243,51489.597951,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.857795,2026-07-23T17:53:25+08:00,0.074700,218.000000,7.135362,17.566188,11.028905,3.277567,13.708393,5.066033,0.928210,1.551437,5.272440,17.517162,8.149444,3.439915,13.670134,5.316968,218.000000,100.386423,219.544656,1565574199.541284,3774107000.000000,2409309918.267828,2407290962.067282,10127659131.000000,6606.402677,6611.943375,10.736422,887052814.091743,921849856.000000,41.306616,42.926979,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,340.0,,0,0,7,1.575593,1.504570,1.945727,1.945727,1.000000,1.576846,1.505944,1.946919,1.946919,1.000000,0.634682,78867.749952,50016.139783,50055.915425,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.928513,2026-07-23T17:54:22+08:00,0.074697,224.000000,7.124167,15.000939,11.327746,3.195654,11.072427,5.081234,0.919190,1.595451,5.380164,14.117970,8.554703,3.522347,10.189457,5.600690,224.000000,100.354533,253.158012,1640038366.908482,3771775000.000000,2595255975.008808,2593194220.244208,10148678751.000000,6436.063337,6441.180401,11.043461,890889581.714286,926494720.000000,41.485279,43.143272,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,340.0,,1,0,7,1.644817,1.607812,1.713979,1.713979,1.000000,1.646301,1.609108,1.715527,1.715527,1.000000,0.607970,78867.749952,47906.032950,47949.255116,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.912185,2026-07-23T17:55:19+08:00,0.074706,234.000000,6.893722,12.895303,11.437748,2.981537,8.983119,4.946829,0.932188,1.667285,6.093073,10.018780,10.109347,2.613714,6.636839,4.336555,234.000000,100.565329,215.345816,2108079071.047009,3776817000.000000,3490153409.042085,3487006535.420177,10083152973.000000,6124.730946,6130.258243,11.529538,897195419.350427,929890304.000000,41.778917,43.301392,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,340.0,,2,0,7,1.558362,1.499109,1.922142,1.922142,1.000000,1.559584,1.500202,1.923353,1.923353,1.000000,0.641699,78867.749952,50569.735232,50609.389829,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.822766,2026-07-23T17:56:17+08:00,0.074780,222.000000,7.122833,16.064433,11.210181,3.300067,12.241667,5.193768,0.933265,1.574552,5.394844,14.999200,8.490608,3.584099,11.429922,5.640790,222.000000,100.058421,356.360461,1544420050.112613,3771716000.000000,2410060486.739602,2408171574.616940,10097156747.714285,6474.261428,6479.339683,10.922496,899513943.639640,930557952.000000,41.886882,43.332481,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,340.0,,3,0,7,1.632744,1.594787,1.956897,1.956897,1.000000,1.634058,1.596140,1.958117,1.958117,1.000000,0.612466,78867.749952,48264.963638,48303.806324,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.879167,2026-07-23T17:57:14+08:00,0.074809,232.000000,6.997715,15.478003,11.527567,3.118548,11.598835,5.137287,0.935210,1.651313,5.475380,15.478003,9.019774,3.626590,11.598835,5.974202,232.000000,100.255077,253.054682,1671103674.299569,3773762000.000000,2737644894.084599,2735444233.992495,10151186707.000000,6212.257819,6217.255557,11.444040,895610244.413793,930906112.000000,41.705102,43.348694,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,340.0,,4,0,6,1.748443,1.598397,2.288709,2.288709,1.000000,1.749759,1.599914,2.290041,2.290041,1.000000,0.571937,78867.749952,45073.492951,45107.418401,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.921217,2026-07-23T17:58:12+08:00,0.074807,213.000000,6.869493,15.408332,12.129373,2.948276,11.487115,5.205731,0.926557,1.741927,5.942040,15.052862,10.491781,3.895503,11.222107,6.878238,213.000000,99.280422,208.691638,2107511280.516432,3778329000.000000,3661101251.311628,3658347879.873264,10170505823.000000,5812.518302,5816.892986,10.504997,899525079.136150,931000320.000000,41.887401,43.353081,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,425.0,,0,1,5,2.086936,1.901132,2.540165,2.540165,1.000000,2.088255,1.902291,2.541653,2.541653,1.000000,0.479171,99812.589072,47797.126822,47827.335899,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.946345,2026-07-23T17:59:19+08:00,0.074789,212.000000,7.078304,15.540071,14.914048,3.131959,11.593727,6.599065,0.921356,2.102534,5.675280,14.690171,11.957866,3.781862,10.959655,7.968416,212.000000,99.805358,260.100117,2106864072.523585,3776978000.000000,4391105510.375082,4388332284.487890,12881842368.600000,6168.711816,6172.610166,10.447540,901902065.509434,941342720.000000,41.998088,43.834686,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,425.0,,1,1,6,1.838285,1.798315,2.126278,2.126278,1.000000,1.839678,1.799985,2.127702,2.127702,1.000000,0.543985,99812.589072,54255.467028,54296.580276,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.971401,2026-07-23T18:00:15+08:00,0.074756,224.000000,7.322252,15.870032,13.580362,3.350851,11.898630,6.214723,0.935321,1.864407,5.467182,15.153619,10.139820,3.574794,11.182218,6.630063,224.000000,100.538064,297.348354,1332244821.707589,3799697000.000000,2464088997.128057,2462223105.177716,12861809840.833334,6991.337287,6996.635364,11.043567,900547968.000000,941629440.000000,41.935033,43.848038,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,425.0,,0,0,6,1.868711,1.787863,2.341169,2.341169,1.000000,1.870020,1.789315,2.342376,2.342376,1.000000,0.535128,99812.589072,53375.145224,53412.533598,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.937776,2026-07-23T18:01:13+08:00,0.074746,228.000000,7.300187,16.274541,13.763970,3.362411,12.336765,6.339581,0.920039,1.886081,5.267274,15.567782,9.931060,3.416934,11.801013,6.442379,228.000000,100.047564,255.596372,1608786464.364035,3776181000.000000,3009893255.688038,3007786906.233875,12816885889.833334,6853.877638,6858.677393,11.225267,900778217.543860,941490176.000000,41.945754,43.841553,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,425.0,,1,0,6,1.972997,1.897747,2.447133,2.447133,1.000000,1.974214,1.898879,2.448366,2.448366,1.000000,0.506843,99812.589072,50558.140643,50589.326325,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.989010,2026-07-23T18:02:10+08:00,0.074706,240.000000,7.174996,14.995973,14.275459,3.185985,11.006962,6.338875,0.928652,1.995055,5.691418,14.558240,11.323715,3.796898,10.685669,7.554355,240.000000,100.288631,248.863713,2117208038.020833,3778317000.000000,4191885885.084075,4189301931.716903,12878563518.333334,6523.388012,6527.411607,11.850540,902031342.933333,941502464.000000,42.004108,43.842125,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,425.0,,2,0,6,1.836500,1.803813,1.927416,1.927416,1.000000,1.837727,1.804963,1.928641,1.928641,1.000000,0.544514,99812.589072,54313.066670,54349.354246,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.987172,2026-07-23T18:03:08+08:00,0.074670,224.000000,7.330869,15.391210,13.587783,3.343697,11.404038,6.197551,0.943687,1.860636,5.397623,15.262239,10.004507,3.488593,11.275067,6.466116,224.000000,100.396462,288.773911,1441268346.540179,3770829000.000000,2659158410.463385,2657383228.750637,12769326860.166666,6948.435864,6953.077517,11.031744,902221184.000000,941006848.000000,42.012948,43.819046,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,425.0,,3,0,6,1.785315,1.796581,1.817867,1.817867,1.000000,1.786570,1.797680,1.819262,1.819262,1.000000,0.560125,99812.589072,55868.277802,55907.550809,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.915942,2026-07-23T18:04:06+08:00,0.074675,218.000000,7.355689,17.789011,13.259571,3.439747,13.873069,6.200584,0.932952,1.803707,5.506899,16.243631,9.926890,3.648553,12.667878,6.576984,218.000000,100.073330,309.798983,1314692821.961009,3774337000.000000,2350512773.150325,2348861973.799281,12766852388.333334,7146.013997,7151.036309,10.724873,902228907.449541,941682688.000000,42.013307,43.850517,nan,nan,nan,nan,nan,nan,3.117,ok,
1,2,off,425.0,,4,0,5,2.028804,1.898162,2.550991,2.550991,1.000000,2.029956,1.899279,2.552214,2.552214,1.000000,0.492901,99812.589072,49169.828840,49197.748561,,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.962621,2026-07-23T18:05:03+08:00,0.074655,206.000000,7.030657,15.457175,14.396332,3.068036,11.494554,6.282267,0.925287,2.055989,5.549363,15.457175,11.363159,3.668402,11.494554,7.511606,206.000000,100.425166,214.902329,2150637742.718447,3786403000.000000,4384260858.236480,4381773393.361090,12866412251.400000,6338.272395,6341.870507,10.155197,901830457.165049,940806144.000000,41.994753,43.809700,nan,nan,nan,nan,nan,nan,3.117,ok,
