model_name,cpu_cores,gpu_mode,gpu_name,mem_cap_gb,batch_size,context_length,prediction_length,repeat_idx,warmup,latency_s,throughput_samples_per_s,avg_power_w,peak_power_w,energy_j,status,error
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,1024,1024,3,2,0.12340418570001929,8.10345284746564,1.0458851851851831,4.874049999999997,0.12947661349015088,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,1024,1024,4,2,0.14459043339993513,6.916086884074923,1.6069161290322858,4.973400000000041,0.2403049010065177,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,1536,1024,0,2,0.12740258270005142,7.849134443014681,1.6516518518518535,6.265699999999995,0.20934337842074857,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,1536,1024,1,2,0.12298170289996051,8.131290886526838,1.4955346153846334,6.412700000000029,0.17892472457926398,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,1536,1024,2,2,0.13821858820010674,7.2349169024374955,1.472433333333322,5.169949999999986,0.2117298624161835,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,1536,1024,3,2,0.119248496200089,8.385849984406375,1.5958307692307814,6.849100000000021,0.19094810283476082,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,1536,1024,4,2,0.12318561020001653,8.11783128221145,1.6780740740740707,6.581000000000003,0.21187607920497734,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,2048,1024,0,2,0.13448596329999418,7.435720245162889,1.9578655172413884,6.903300000000016,0.2678017337714419,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,2048,1024,1,2,0.124249140000029,8.048345445286516,1.8812648148147917,7.414849999999973,0.23709147694692906,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,2048,1024,2,2,0.11835581140003341,8.449099272532363,1.2876942307692256,7.723649999999992,0.14846888437621075,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,2048,1024,3,2,0.13360499850004998,7.484749906266613,1.7588571428571658,6.667250000000038,0.23499380481262117,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,2048,1024,4,2,0.11890552200002276,8.410038349605063,1.35247692307691,7.117399999999975,0.15853795224442885,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,2560,1024,0,2,0.13555738920003932,7.3769493931778225,2.699755172413774,7.98709999999997,0.37482883560826386,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,2560,1024,1,2,0.12357249220003723,8.092415894479295,2.17331481481485,8.619500000000059,0.2739333641858941,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,2560,1024,2,2,0.12328592139983811,8.111226234476705,1.6053629629629542,8.032599999999988,0.19684291979089585,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,2560,1024,3,2,0.13541869150012645,7.384504966945912,1.766724137931029,6.4164499999999975,0.2403616220279118,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,2560,1024,4,2,0.1267908735000674,7.8870030026212286,1.9337481481481826,7.340600000000052,0.2434445965947499,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,3072,1024,0,2,0.12636535269994056,7.9135615786594515,2.297544444444454,9.705100000000016,0.2902478313960679,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,3072,1024,1,2,0.14265731110008345,7.009805472209093,2.0123383333333504,8.338950000000025,0.28205406781943915,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,3072,1024,2,2,0.13473393029998987,7.4220353980134375,1.6269862068965295,8.908399999999972,0.21629383175463102,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,3072,1024,3,2,0.14370525220001582,6.958687902430681,2.49650645161288,7.432349999999971,0.37086627101400166,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,3072,1024,4,2,0.12604356049996568,7.933765089096101,1.7670037037037134,9.135950000000008,0.21642322981935078,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,3584,1024,0,2,0.12665642899992235,7.895374975403839,3.465259259259264,10.82520000000001,0.44332776501662396,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,3584,1024,1,2,0.1620108439999967,6.172426334622516,1.967647058823527,8.108499999999992,0.31488989246193483,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,3584,1024,2,2,0.12421246869998867,8.050721561740373,2.858107407407377,10.574049999999957,0.360665408282083,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,3584,1024,3,2,0.13329963329997555,7.501896106117671,2.7501642857143236,9.271400000000057,0.36215413831721255,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,3584,1024,4,2,0.14442057570013275,6.924221117054311,2.9880564516128914,10.874749999999977,0.4377467900902465,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,4096,1024,0,2,0.1293929827001193,7.728394377596166,2.5431446428571265,11.423649999999967,0.3317530634734382,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,4096,1024,1,2,0.14069103139991057,7.1077736089482935,2.886759999999996,9.486599999999996,0.4126192465740332,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,4096,1024,2,2,0.1285929280998971,7.776477406464782,2.539571428571448,10.236000000000033,0.3309132375075242,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,4096,1024,3,2,0.1410046364999289,7.091965376617273,2.4546816666666555,9.801549999999978,0.34892166173934797,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,4096,1024,4,2,0.1279518318000555,7.815441060372269,2.818911111111126,11.859600000000029,0.354547642589623,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,4608,1024,0,2,0.1431332805999773,6.986495354597208,4.226253333333347,11.577200000000019,0.6120447386983592,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,4608,1024,1,2,0.13202606699996977,7.574261831189965,3.1419660714285564,12.421949999999981,0.41438376814713873,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,4608,1024,2,2,0.1324676095999166,7.549015212248758,3.2729250000000047,11.378550000000004,0.43211495574660647,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,4608,1024,3,2,0.1435924714000066,6.96415341452194,2.130258064516125,12.38839999999999,0.30277715408628936,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,4608,1024,4,2,0.12779549250008132,7.825002122037784,3.6202222222222016,13.393999999999977,0.46210682052347013,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,5120,1024,0,2,0.14121532949993706,7.081384177915654,2.771893333333337,13.328400000000002,0.38313583398623086,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,5120,1024,1,2,0.12315462210008263,8.119873886563036,2.981692592592574,13.897099999999966,0.3714488843829785,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,5120,1024,2,2,0.14660606189991085,6.821000353196228,2.351395161290339,10.15315000000004,0.3396864227139811,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,5120,1024,3,2,0.12669171409997942,7.893176022631163,3.1775037037036857,13.997699999999966,0.39499379776381927,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,5120,1024,4,2,0.14930783920008253,6.6975719785210535,2.0967968749999906,13.210099999999983,0.3038313405338172,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,5632,1024,0,2,0.14853262540000287,6.732527599959737,4.3158812499999994,11.777100000000004,0.6678723008576399,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,5632,1024,1,2,0.12458676229998673,8.026534934683879,2.765999999999991,14.233749999999986,0.33895580609539566,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,5632,1024,2,2,0.14537493540010474,6.878764879570014,2.906819354838699,10.858299999999986,0.42818303163034444,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,5632,1024,3,2,0.12530448500001512,7.9805603127444265,3.330592592592617,14.43400000000004,0.419731560196895,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,5632,1024,4,2,0.14277429390003818,7.004061954599045,3.679599999999996,12.16619999999999,0.525337844736895,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,6144,1024,0,2,0.1286752453999725,7.771502567503274,5.006857142857102,15.474599999999938,0.6659155911879802,ok,
amazon/chronos-2,6,GPU_on,NVIDIA GeForce RTX 3080,12,1,6144,1024,1,2,0.14586240889984764,6.855775984658406,3.1120129032258173,12.716650000000016,0.45219566829830765,ok,
