model_name,cpu_cores,gpu_mode,gpu_name,mem_cap_gb,batch_size,context_length,prediction_length,repeat_idx,warmup,latency_s,throughput_samples_per_s,avg_power_w,peak_power_w,energy_j,status,error
amazon/chronos-2,1,off,nan,2,1,512,1024,0,2,0.38277397200005225,2.6125078326900018,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,512,1024,1,2,0.3120866459999547,3.20423835116657,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,512,1024,2,2,0.4924803979999979,2.0305376702526226,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,512,1024,3,2,0.40897906200001444,2.4451129481048217,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,512,1024,4,2,0.3018577590000291,3.31281860473861,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,1024,1024,0,2,0.4841886400000135,2.06531074334989,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,1024,1024,1,2,0.4107656249999536,2.4344782989085636,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,1024,1024,2,2,0.4055875280000123,2.4655590494389403,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,1024,1024,3,2,0.38049233399999594,2.6281738438388897,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,1024,1024,4,2,0.4173516589999622,2.3960609199353646,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,1536,1024,0,2,0.6096818369999824,1.6401997555325385,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,1536,1024,1,2,0.4912197510000169,2.0357487620646704,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,1536,1024,2,2,0.4947275399999853,2.0213146007599043,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,1536,1024,3,2,0.9941365389999532,1.0058980439507283,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,1536,1024,4,2,0.4967220160000352,2.0131984647121604,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,2048,1024,0,2,0.499170816000003,2.0033222455056228,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,2048,1024,1,2,0.5953591450000317,1.6796584186171302,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,2048,1024,2,2,0.5200119239999594,1.9230328264551064,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,2048,1024,3,2,0.583546713999965,1.7136588657066105,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,2048,1024,4,2,0.5980389999999716,1.672131750604973,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,2560,1024,0,2,0.5931142720000366,1.6860157430167828,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,2560,1024,1,2,0.5945920039999919,1.681825509379056,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,2560,1024,2,2,0.6140935019999461,1.6284165143308875,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,2560,1024,3,2,0.5902605530000073,1.6941670842096535,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,2560,1024,4,2,0.6117979919999925,1.6345264500312584,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,3072,1024,0,2,0.6916255020000222,1.4458691836958435,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,3072,1024,1,2,0.5968957559999808,1.6753344113239634,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,3072,1024,2,2,0.6051784390000421,1.6524052007740653,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,3072,1024,3,2,0.6037859749999939,1.6562160126359513,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,3072,1024,4,2,0.6849206800000047,1.4600230788768023,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,3584,1024,0,2,0.6890701119999676,1.4512311339372779,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,3584,1024,1,2,0.7990097859999992,1.2515491268338497,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,3584,1024,2,2,1.5184318009999629,0.6585741943375067,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,3584,1024,3,2,0.6788669300000265,1.4730427360778362,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,3584,1024,4,2,0.7025043280000318,1.4234787746388868,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,4096,1024,0,2,0.7042591229999857,1.4199319076481745,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,4096,1024,1,2,0.7935188829999902,1.260209456162384,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,4096,1024,2,2,0.7077678519999608,1.4128926556557635,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,4096,1024,3,2,0.7014016740000102,1.425716585900229,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,4096,1024,4,2,0.7022279509999976,1.4240390155019669,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,4608,1024,0,2,0.901252124999985,1.1095674254304995,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,4608,1024,1,2,0.811142421999989,1.2328291220848189,nan,nan,nan,ok,
amazon/chronos-2,1,off,nan,2,1,4608,1024,2,2,1.2844132060000106,0.7785656479773003,nan,nan,nan,ok,
