report_schema_version,case_id,split,hardware_model,cpu_cores,mem_cap_gb,gpu_mode,input_scale,repeat_count,latency_s,latency_mean_s,latency_std_s,predicted_latency_s,residual_s,fitted_predicted_latency_s,fitted_residual_s,resource_config_oof_predicted_latency_s,resource_config_oof_residual_s,max_scale_holdout_predicted_latency_s,max_scale_holdout_residual_s
2,145,out_of_fold_test,gpu,4,2,on,170.000000,5,0.007207000,0.007253000,0.000088198,0.007623725,-0.000416725,0.007608214,-0.000401214,0.007623725,-0.000416725,,
2,146,out_of_fold_test,gpu,4,2,on,255.000000,5,0.008534000,0.008536000,0.000006229,0.009129323,-0.000595323,0.009107606,-0.000573606,0.009129323,-0.000595323,,
2,147,out_of_fold_test,gpu,4,2,on,340.000000,5,0.009811000,0.009808800,0.000012090,0.010374639,-0.000563639,0.010347426,-0.000536426,0.010374639,-0.000563639,,
2,148,out_of_fold_test,gpu,4,2,on,425.000000,5,0.011579000,0.011575600,0.000020944,0.011456418,0.000122582,0.011424197,0.000154803,0.011456418,0.000122582,,
2,149,out_of_fold_test,gpu,4,2,on,510.000000,5,0.012965000,0.012986400,0.000046405,0.012423511,0.000541489,0.012386649,0.000578351,0.012423511,0.000541489,0.011904190,0.001060810
2,150,out_of_fold_test,gpu,4,4,on,85.000000,5,0.005895000,0.005896000,0.000005797,0.005587584,0.000307416,0.005588812,0.000306188,0.005587584,0.000307416,,
2,151,out_of_fold_test,gpu,4,4,on,170.000000,5,0.007337000,0.007335200,0.000086509,0.007605227,-0.000268227,0.007600972,-0.000263972,0.007605227,-0.000268227,,
2,152,out_of_fold_test,gpu,4,4,on,255.000000,5,0.008503000,0.008667400,0.000336021,0.009108183,-0.000605183,0.009098936,-0.000595936,0.009108183,-0.000605183,,
2,153,out_of_fold_test,gpu,4,4,on,340.000000,5,0.009757000,0.009755400,0.000012955,0.010351429,-0.000594429,0.010337576,-0.000580576,0.010351429,-0.000594429,,
2,154,out_of_fold_test,gpu,4,4,on,425.000000,5,0.011526000,0.011539400,0.000042434,0.011431486,0.000094514,0.011413322,0.000112678,0.011431486,0.000094514,,
2,155,out_of_fold_test,gpu,4,4,on,510.000000,5,0.012952000,0.012946800,0.000018236,0.012397093,0.000554907,0.012374857,0.000577143,0.012397093,0.000554907,0.011893906,0.001058094
2,156,out_of_fold_test,gpu,4,8,on,85.000000,5,0.005985000,0.005988400,0.000005238,0.005571457,0.000413543,0.005583492,0.000401508,0.005571457,0.000413543,,
2,157,out_of_fold_test,gpu,4,8,on,170.000000,5,0.007447000,0.007437800,0.000070272,0.007587919,-0.000140919,0.007593736,-0.000146736,0.007587919,-0.000140919,,
2,158,out_of_fold_test,gpu,4,8,on,255.000000,5,0.008558000,0.008564800,0.000019125,0.009090708,-0.000532708,0.009090274,-0.000532274,0.009090708,-0.000532708,,
2,159,out_of_fold_test,gpu,4,8,on,340.000000,5,0.009794000,0.009796000,0.000014697,0.010334193,-0.000540193,0.010327735,-0.000533735,0.010334193,-0.000540193,,
2,160,out_of_fold_test,gpu,4,8,on,425.000000,5,0.011549000,0.011558200,0.000019944,0.011414700,0.000134300,0.011402457,0.000146543,0.011414700,0.000134300,,
2,161,out_of_fold_test,gpu,4,8,on,510.000000,5,0.012977000,0.012990600,0.000027947,0.012380882,0.000596118,0.012363077,0.000613923,0.012380882,0.000596118,0.011883631,0.001093369
2,162,out_of_fold_test,gpu,4,16,on,85.000000,5,0.005889000,0.005893000,0.000007348,0.005581159,0.000307841,0.005578177,0.000310823,0.005581159,0.000307841,,
2,163,out_of_fold_test,gpu,4,16,on,170.000000,5,0.007354000,0.007301600,0.000088951,0.007596433,-0.000242433,0.007586507,-0.000232507,0.007596433,-0.000242433,,
2,164,out_of_fold_test,gpu,4,16,on,255.000000,5,0.008486000,0.008485000,0.000004775,0.009097617,-0.000611617,0.009081621,-0.000595621,0.009097617,-0.000611617,,
2,165,out_of_fold_test,gpu,4,16,on,340.000000,5,0.009764000,0.009765800,0.000011426,0.010339394,-0.000575394,0.010317903,-0.000553903,0.010339394,-0.000575394,,
2,166,out_of_fold_test,gpu,4,16,on,425.000000,5,0.011523000,0.011522400,0.000015551,0.011418171,0.000104829,0.011391602,0.000131398,0.011418171,0.000104829,,
2,167,out_of_fold_test,gpu,4,16,on,510.000000,5,0.012951000,0.012958400,0.000018051,0.012382633,0.000568367,0.012351308,0.000599692,0.012382633,0.000568367,0.011873365,0.001077635
2,168,out_of_fold_test,gpu,8,2,on,85.000000,5,0.005959000,0.005963200,0.000006735,0.005668227,0.000290773,0.005678104,0.000280896,0.005668227,0.000290773,,
2,169,out_of_fold_test,gpu,8,2,on,170.000000,5,0.007469000,0.007450600,0.000037409,0.007588976,-0.000119976,0.007606121,-0.000137121,0.007588976,-0.000119976,,
2,170,out_of_fold_test,gpu,8,2,on,255.000000,5,0.008530000,0.008534800,0.000013227,0.009001585,-0.000471585,0.009024642,-0.000494642,0.009001585,-0.000471585,,
2,171,out_of_fold_test,gpu,8,2,on,340.000000,5,0.009797000,0.009804400,0.000012142,0.010160596,-0.000363596,0.010188801,-0.000391801,0.010160596,-0.000363596,,
2,172,out_of_fold_test,gpu,8,2,on,425.000000,5,0.011536000,0.011539200,0.000005418,0.011161409,0.000374591,0.011194250,0.000341750,0.011161409,0.000374591,,
2,173,out_of_fold_test,gpu,8,2,on,510.000000,5,0.012958000,0.012965400,0.000019106,0.012051884,0.000906116,0.012088985,0.000869015,0.012051884,0.000906116,0.011629454,0.001328546
2,174,out_of_fold_test,gpu,8,4,on,85.000000,5,0.005962000,0.005967000,0.000007849,0.005685514,0.000276486,0.005672699,0.000289301,0.005685514,0.000276486,,
2,175,out_of_fold_test,gpu,8,4,on,170.000000,5,0.007211000,0.007302800,0.000141133,0.007603435,-0.000392435,0.007598880,-0.000387880,0.007603435,-0.000392435,,
2,176,out_of_fold_test,gpu,8,4,on,255.000000,5,0.008536000,0.008532600,0.000008381,0.009012713,-0.000476713,0.009016051,-0.000480051,0.009012713,-0.000476713,,
2,177,out_of_fold_test,gpu,8,4,on,340.000000,5,0.009813000,0.009808000,0.000017709,0.010168337,-0.000355337,0.010179102,-0.000366102,0.010168337,-0.000355337,,
2,178,out_of_fold_test,gpu,8,4,on,425.000000,5,0.011539000,0.011538800,0.000006242,0.011165809,0.000373191,0.011183594,0.000355406,0.011165809,0.000373191,,
2,179,out_of_fold_test,gpu,8,4,on,510.000000,5,0.012965000,0.012966000,0.000010257,0.012053015,0.000911985,0.012077476,0.000887524,0.012053015,0.000911985,0.011619408,0.001345592
2,180,out_of_fold_test,gpu,8,8,on,85.000000,5,0.005930000,0.005933000,0.000005586,0.005674406,0.000255594,0.005667299,0.000262701,0.005674406,0.000255594,,
2,181,out_of_fold_test,gpu,8,8,on,170.000000,5,0.007349000,0.007356800,0.000070664,0.007590747,-0.000241747,0.007591646,-0.000242646,0.007590747,-0.000241747,,
2,182,out_of_fold_test,gpu,8,8,on,255.000000,5,0.008518000,0.008523000,0.000017607,0.008999178,-0.000481178,0.009007468,-0.000489468,0.008999178,-0.000481178,,
2,183,out_of_fold_test,gpu,8,8,on,340.000000,5,0.009775000,0.009782600,0.000012816,0.010154270,-0.000379270,0.010169412,-0.000394412,0.010154270,-0.000379270,,
2,184,out_of_fold_test,gpu,8,8,on,425.000000,5,0.011548000,0.011544200,0.000020624,0.011151386,0.000396614,0.011172948,0.000375052,0.011151386,0.000396614,,
2,185,out_of_fold_test,gpu,8,8,on,510.000000,5,0.012943000,0.012963800,0.000034038,0.012038350,0.000904650,0.012065979,0.000877021,0.012038350,0.000904650,0.011609370,0.001333630
2,186,out_of_fold_test,gpu,8,16,on,85.000000,5,0.005937000,0.005934600,0.000008163,0.005664372,0.000272628,0.005661904,0.000275096,0.005664372,0.000272628,,
2,187,out_of_fold_test,gpu,8,16,on,170.000000,5,0.007318000,0.007309000,0.000093891,0.007577170,-0.000259170,0.007584419,-0.000266419,0.007577170,-0.000259170,,
2,188,out_of_fold_test,gpu,8,16,on,255.000000,5,0.008521000,0.008516400,0.000007310,0.008982974,-0.000461974,0.008998893,-0.000477893,0.008982974,-0.000461974,,
2,189,out_of_fold_test,gpu,8,16,on,340.000000,5,0.009778000,0.009782000,0.000006293,0.010135901,-0.000357901,0.010159731,-0.000381731,0.010135901,-0.000357901,,
2,190,out_of_fold_test,gpu,8,16,on,425.000000,5,0.011545000,0.011541200,0.000022895,0.011131141,0.000413859,0.011162312,0.000382688,0.011131141,0.000413859,,
2,191,out_of_fold_test,gpu,8,16,on,510.000000,5,0.012941000,0.012950600,0.000020616,0.012016430,0.000924570,0.012054493,0.000886507,0.012016430,0.000924570,0.011599341,0.001341659
