model_name,model_download_url,gpu,model_weight_bytes,docker_image_bytes
sentence-transformers/all-mpnet-base-v2,https://huggingface.co/sentence-transformers/all-mpnet-base-v2, GeForce RTX 3080,438682922,4737314890
