timestamp_ms,target_name,model_id,gpu_mode,cuda_available,gpu_name,cpu_cores,mem_cap_gb,context_len,prediction_length,repeat_idx,warmup,latency_ms,idle_power_w,avg_power_w,peak_power_w,energy_j,energy_iters,status,error
1770459810181,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,128,256,0,2,84.89530365000064,81.96433333333331,2.9044705882353092,6.321666666666687,0.24042119042530677,34,ok,
1770459814406,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,128,256,1,2,83.9401048000127,81.96166666666663,3.520970588235327,6.502333333333368,0.293666780658037,34,ok,
1770459818624,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,128,256,2,2,84.61617005000335,82.19766666666669,3.617862745098017,6.593333333333305,0.30075969077828957,34,ok,
1770459822843,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,128,256,3,2,83.8747511000065,82.58186666666667,3.3265549019607805,6.300133333333335,0.27631233668391647,34,ok,
1770459827062,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,128,256,4,2,84.09771239998918,82.69860000000001,3.334799999999989,6.421399999999991,0.27689870552585905,34,ok,
1770459831420,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,256,256,0,2,85.17144950001239,82.9655333333334,3.984719607843079,7.636466666666607,0.3308621485817534,34,ok,
1770459835641,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,256,256,1,2,84.93263114999081,83.34156666666667,3.9575754901960787,7.4534333333333365,0.32916840175920375,34,ok,
1770459839860,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,256,256,2,2,85.00175755000328,83.69940000000001,3.690258823529402,7.212599999999995,0.306133318453122,34,ok,
1770459844080,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,256,256,3,2,83.60684725000738,83.47933333333336,3.968941176470567,7.476666666666645,0.3298993763716698,34,ok,
1770459848299,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,256,256,4,2,84.62808759998097,83.75120000000005,3.8147470588234835,7.238799999999941,0.31686596469813355,34,ok,
1770459852624,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,384,256,0,2,84.87319759999536,83.98666666666666,3.990931372549023,8.132333333333335,0.33070702097394755,34,ok,
1770459856895,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,384,256,1,2,85.5857197999967,84.06663333333333,4.264321904761908,8.172366666666676,0.36508860350799777,35,ok,
1770459861166,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,384,256,2,2,86.38807375000397,83.98423333333335,4.545514285714273,8.218766666666653,0.3896428094658773,35,ok,
1770459865383,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,384,256,3,2,84.79106150000462,84.27180000000001,4.204752941176461,8.250199999999992,0.3486761618017399,34,ok,
1770459869606,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,384,256,4,2,85.26218960000733,84.31840000000001,4.525717647058815,8.227599999999995,0.37816438453357354,34,ok,
1770459873909,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,512,256,0,2,84.08839979999811,84.34643333333334,4.647869607843133,9.229566666666656,0.3853551940883305,34,ok,
1770459878133,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,512,256,1,2,85.37092845001553,84.53479999999995,4.617376470588281,8.707200000000057,0.38463846940172913,34,ok,
1770459882354,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,512,256,2,2,83.92329045000224,84.61559999999996,4.637035294117682,8.907400000000038,0.3850006927421155,34,ok,
1770459886573,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,512,256,3,2,84.088591800014,84.68080000000005,4.662929411764667,9.045199999999952,0.38706792979411503,34,ok,
1770459890800,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,512,256,4,2,84.03419209998901,84.46906666666665,5.13314509803923,9.345933333333349,0.4268576349880389,34,ok,
1770459895110,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,640,256,0,2,83.08170054999664,84.568,5.346852941176473,10.439999999999998,0.4439372147458792,34,ok,
1770459899329,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,640,256,1,2,82.95158980001816,84.6456666666667,5.58307843137252,10.396333333333303,0.4637651897767133,34,ok,
1770459903548,GPU+CPU8+Mem16,autogluon/chronos-bolt-small,on,True,NVIDIA GeForce RTX 3080,8,16,640,256,2,2,85.45230735001041,84.81360000000002,5.08079999999998,9.61539999999998,0.4225291172914029,34,ok,
